region,year,month,month_name,date,arrivals
India,2020,11,Nov,2020-11-01,500
Indonesia,2020,11,Nov,2020-11-01,3121
Iran,2020,11,Nov,2020-11-01,8
Israel,2020,11,Nov,2020-11-01,37
Italy,2020,11,Nov,2020-11-01,37
Japan,2020,11,Nov,2020-11-01,763
Kuwait,2020,11,Nov,2020-11-01,0
Malaysia,2020,11,Nov,2020-11-01,1270
Mauritius,2020,11,Nov,2020-11-01,5
Myanmar,2020,11,Nov,2020-11-01,472
Netherlands,2020,11,Nov,2020-11-01,76
New Zealand,2020,11,Nov,2020-11-01,38
North Asia,2020,11,Nov,2020-11-01,1042
Norway,2020,11,Nov,2020-11-01,15
Oceania,2020,11,Nov,2020-11-01,481
Other Markets In Africa,2020,11,Nov,2020-11-01,15
Other Markets In Americas,2020,11,Nov,2020-11-01,46
Other Markets In Europe,2020,11,Nov,2020-11-01,139
Other Markets In Greater China,2020,11,Nov,2020-11-01,9
Other Markets In North Asia,2020,11,Nov,2020-11-01,0
Other Markets In Oceania,2020,11,Nov,2020-11-01,5
Other Markets In South Asia,2020,11,Nov,2020-11-01,24
Other Markets In Southeast Asia,2020,11,Nov,2020-11-01,19
Other Markets In West Asia,2020,11,Nov,2020-11-01,8
Others,2020,11,Nov,2020-11-01,0
Pakistan,2020,11,Nov,2020-11-01,18
Philippines,2020,11,Nov,2020-11-01,710
Rep Of Ireland,2020,11,Nov,2020-11-01,13
Russian Federation,2020,11,Nov,2020-11-01,36
Saudi Arabia,2020,11,Nov,2020-11-01,11
South Africa (Rep Of),2020,11,Nov,2020-11-01,13
South Asia,2020,11,Nov,2020-11-01,653
South Korea,2020,11,Nov,2020-11-01,279
Southeast Asia,2020,11,Nov,2020-11-01,6457
Spain,2020,11,Nov,2020-11-01,30
Sri Lanka,2020,11,Nov,2020-11-01,46
Sweden,2020,11,Nov,2020-11-01,15
Switzerland,2020,11,Nov,2020-11-01,50
Taiwan,2020,11,Nov,2020-11-01,146
Thailand,2020,11,Nov,2020-11-01,195
Total International Visitor Arrivals By Place Of Residence,2020,11,Nov,2020-11-01,14749
USA,2020,11,Nov,2020-11-01,414
United Arab Emirates,2020,11,Nov,2020-11-01,48
United Kingdom,2020,11,Nov,2020-11-01,267
Vietnam,2020,11,Nov,2020-11-01,566
West Asia,2020,11,Nov,2020-11-01,112
Africa,2020,12,Dec,2020-12-01,61
Americas,2020,12,Dec,2020-12-01,656
Australia,2020,12,Dec,2020-12-01,887
Bangladesh,2020,12,Dec,2020-12-01,267
Belgium & Luxembourg,2020,12,Dec,2020-12-01,14
Brunei Darussalam,2020,12,Dec,2020-12-01,170
Canada,2020,12,Dec,2020-12-01,71
China,2020,12,Dec,2020-12-01,7657
Denmark,2020,12,Dec,2020-12-01,18
Egypt,2020,12,Dec,2020-12-01,13
Europe,2020,12,Dec,2020-12-01,1210
Finland,2020,12,Dec,2020-12-01,12
France,2020,12,Dec,2020-12-01,166
Germany,2020,12,Dec,2020-12-01,172
Greater China,2020,12,Dec,2020-12-01,8422
Hong Kong SAR,2020,12,Dec,2020-12-01,510
India,2020,12,Dec,2020-12-01,2252
Indonesia,2020,12,Dec,2020-12-01,4204
Iran,2020,12,Dec,2020-12-01,6
Israel,2020,12,Dec,2020-12-01,49
Italy,2020,12,Dec,2020-12-01,60
Japan,2020,12,Dec,2020-12-01,712
Kuwait,2020,12,Dec,2020-12-01,1
Malaysia,2020,12,Dec,2020-12-01,1405
Mauritius,2020,12,Dec,2020-12-01,2
Myanmar,2020,12,Dec,2020-12-01,716
Netherlands,2020,12,Dec,2020-12-01,89
New Zealand,2020,12,Dec,2020-12-01,106
North Asia,2020,12,Dec,2020-12-01,1149
Norway,2020,12,Dec,2020-12-01,16
Oceania,2020,12,Dec,2020-12-01,1000
Other Markets In Africa,2020,12,Dec,2020-12-01,31
Other Markets In Americas,2020,12,Dec,2020-12-01,70
Other Markets In Europe,2020,12,Dec,2020-12-01,181
Other Markets In Greater China,2020,12,Dec,2020-12-01,11
Other Markets In North Asia,2020,12,Dec,2020-12-01,0
Other Markets In Oceania,2020,12,Dec,2020-12-01,7
Other Markets In South Asia,2020,12,Dec,2020-12-01,24
Other Markets In Southeast Asia,2020,12,Dec,2020-12-01,30
Other Markets In West Asia,2020,12,Dec,2020-12-01,24
Others,2020,12,Dec,2020-12-01,1
Pakistan,2020,12,Dec,2020-12-01,37
Philippines,2020,12,Dec,2020-12-01,1175
Rep Of Ireland,2020,12,Dec,2020-12-01,17
Russian Federation,2020,12,Dec,2020-12-01,61
Saudi Arabia,2020,12,Dec,2020-12-01,2
South Africa (Rep Of),2020,12,Dec,2020-12-01,15
South Asia,2020,12,Dec,2020-12-01,2670
South Korea,2020,12,Dec,2020-12-01,437
Southeast Asia,2020,12,Dec,2020-12-01,8826
Spain,2020,12,Dec,2020-12-01,30
Sri Lanka,2020,12,Dec,2020-12-01,90
Sweden,2020,12,Dec,2020-12-01,21
Switzerland,2020,12,Dec,2020-12-01,63
Taiwan,2020,12,Dec,2020-12-01,244
Thailand,2020,12,Dec,2020-12-01,323
Total International Visitor Arrivals By Place Of Residence,2020,12,Dec,2020-12-01,24170
USA,2020,12,Dec,2020-12-01,515
United Arab Emirates,2020,12,Dec,2020-12-01,93
United Kingdom,2020,12,Dec,2020-12-01,290
Vietnam,2020,12,Dec,2020-12-01,803
West Asia,2020,12,Dec,2020-12-01,175
Africa,2021,1,Jan,2021-01-01,42
Americas,2021,1,Jan,2021-01-01,669
Australia,2021,1,Jan,2021-01-01,579
Bangladesh,2021,1,Jan,2021-01-01,1027
Belgium & Luxembourg,2021,1,Jan,2021-01-01,24
Brunei Darussalam,2021,1,Jan,2021-01-01,108
Canada,2021,1,Jan,2021-01-01,87
China,2021,1,Jan,2021-01-01,6599
Denmark,2021,1,Jan,2021-01-01,49
Egypt,2021,1,Jan,2021-01-01,6
Europe,2021,1,Jan,2021-01-01,1690
Finland,2021,1,Jan,2021-01-01,45
France,2021,1,Jan,2021-01-01,402
Germany,2021,1,Jan,2021-01-01,194
Greater China,2021,1,Jan,2021-01-01,7222
Hong Kong SAR,2021,1,Jan,2021-01-01,288
India,2021,1,Jan,2021-01-01,3946
Indonesia,2021,1,Jan,2021-01-01,2625
Iran,2021,1,Jan,2021-01-01,4
Israel,2021,1,Jan,2021-01-01,28
Italy,2021,1,Jan,2021-01-01,193
Japan,2021,1,Jan,2021-01-01,555
Kuwait,2021,1,Jan,2021-01-01,0
Malaysia,2021,1,Jan,2021-01-01,1255
Mauritius,2021,1,Jan,2021-01-01,4
Myanmar,2021,1,Jan,2021-01-01,1223
Netherlands,2021,1,Jan,2021-01-01,106
New Zealand,2021,1,Jan,2021-01-01,63
North Asia,2021,1,Jan,2021-01-01,987
Norway,2021,1,Jan,2021-01-01,45
Oceania,2021,1,Jan,2021-01-01,642
Other Markets In Africa,2021,1,Jan,2021-01-01,22
Other Markets In Americas,2021,1,Jan,2021-01-01,73
Other Markets In Europe,2021,1,Jan,2021-01-01,319
Other Markets In Greater China,2021,1,Jan,2021-01-01,10
Other Markets In North Asia,2021,1,Jan,2021-01-01,1
Other Markets In Oceania,2021,1,Jan,2021-01-01,0
Other Markets In South Asia,2021,1,Jan,2021-01-01,16
Other Markets In Southeast Asia,2021,1,Jan,2021-01-01,38
Other Markets In West Asia,2021,1,Jan,2021-01-01,28
Others,2021,1,Jan,2021-01-01,1
Pakistan,2021,1,Jan,2021-01-01,25
Philippines,2021,1,Jan,2021-01-01,763
Rep Of Ireland,2021,1,Jan,2021-01-01,16
Russian Federation,2021,1,Jan,2021-01-01,40
Saudi Arabia,2021,1,Jan,2021-01-01,11
South Africa (Rep Of),2021,1,Jan,2021-01-01,10
South Asia,2021,1,Jan,2021-01-01,5186
South Korea,2021,1,Jan,2021-01-01,431
Southeast Asia,2021,1,Jan,2021-01-01,6786
Spain,2021,1,Jan,2021-01-01,58
Sri Lanka,2021,1,Jan,2021-01-01,172
Sweden,2021,1,Jan,2021-01-01,37
Switzerland,2021,1,Jan,2021-01-01,51
Taiwan,2021,1,Jan,2021-01-01,325
Thailand,2021,1,Jan,2021-01-01,221
Total International Visitor Arrivals By Place Of Residence,2021,1,Jan,2021-01-01,23366
USA,2021,1,Jan,2021-01-01,509
United Arab Emirates,2021,1,Jan,2021-01-01,70
United Kingdom,2021,1,Jan,2021-01-01,111
Vietnam,2021,1,Jan,2021-01-01,553
West Asia,2021,1,Jan,2021-01-01,141
Africa,2021,2,Feb,2021-02-01,35
Americas,2021,2,Feb,2021-02-01,523
Australia,2021,2,Feb,2021-02-01,234
Bangladesh,2021,2,Feb,2021-02-01,1203
Belgium & Luxembourg,2021,2,Feb,2021-02-01,22
Brunei Darussalam,2021,2,Feb,2021-02-01,84
Canada,2021,2,Feb,2021-02-01,76
China,2021,2,Feb,2021-02-01,4498
Denmark,2021,2,Feb,2021-02-01,23
Egypt,2021,2,Feb,2021-02-01,6
Europe,2021,2,Feb,2021-02-01,1128
Finland,2021,2,Feb,2021-02-01,17
France,2021,2,Feb,2021-02-01,204
Germany,2021,2,Feb,2021-02-01,146
Greater China,2021,2,Feb,2021-02-01,4984
Hong Kong SAR,2021,2,Feb,2021-02-01,245
India,2021,2,Feb,2021-02-01,3215
Indonesia,2021,2,Feb,2021-02-01,2176
Iran,2021,2,Feb,2021-02-01,4
Israel,2021,2,Feb,2021-02-01,11
Italy,2021,2,Feb,2021-02-01,70
Japan,2021,2,Feb,2021-02-01,358
Kuwait,2021,2,Feb,2021-02-01,5
Malaysia,2021,2,Feb,2021-02-01,1130
Mauritius,2021,2,Feb,2021-02-01,1
Myanmar,2021,2,Feb,2021-02-01,905
Netherlands,2021,2,Feb,2021-02-01,98
New Zealand,2021,2,Feb,2021-02-01,31
North Asia,2021,2,Feb,2021-02-01,743
Norway,2021,2,Feb,2021-02-01,31
Oceania,2021,2,Feb,2021-02-01,271
Other Markets In Africa,2021,2,Feb,2021-02-01,20
Other Markets In Americas,2021,2,Feb,2021-02-01,60
Other Markets In Europe,2021,2,Feb,2021-02-01,186
Other Markets In Greater China,2021,2,Feb,2021-02-01,10
Other Markets In North Asia,2021,2,Feb,2021-02-01,0
Other Markets In Oceania,2021,2,Feb,2021-02-01,6
Other Markets In South Asia,2021,2,Feb,2021-02-01,158
Other Markets In Southeast Asia,2021,2,Feb,2021-02-01,26
Other Markets In West Asia,2021,2,Feb,2021-02-01,9
Others,2021,2,Feb,2021-02-01,0
Pakistan,2021,2,Feb,2021-02-01,14
Philippines,2021,2,Feb,2021-02-01,880
Rep Of Ireland,2021,2,Feb,2021-02-01,14
Russian Federation,2021,2,Feb,2021-02-01,42
Saudi Arabia,2021,2,Feb,2021-02-01,7
South Africa (Rep Of),2021,2,Feb,2021-02-01,8
South Asia,2021,2,Feb,2021-02-01,4697
South Korea,2021,2,Feb,2021-02-01,385
Southeast Asia,2021,2,Feb,2021-02-01,5666
Spain,2021,2,Feb,2021-02-01,33
Sri Lanka,2021,2,Feb,2021-02-01,107
Sweden,2021,2,Feb,2021-02-01,19
Switzerland,2021,2,Feb,2021-02-01,77
Taiwan,2021,2,Feb,2021-02-01,231
Thailand,2021,2,Feb,2021-02-01,179
Total International Visitor Arrivals By Place Of Residence,2021,2,Feb,2021-02-01,18141
USA,2021,2,Feb,2021-02-01,387
United Arab Emirates,2021,2,Feb,2021-02-01,58
United Kingdom,2021,2,Feb,2021-02-01,146
Vietnam,2021,2,Feb,2021-02-01,286
West Asia,2021,2,Feb,2021-02-01,94
Africa,2021,3,Mar,2021-03-01,36
Americas,2021,3,Mar,2021-03-01,582
Australia,2021,3,Mar,2021-03-01,274
Bangladesh,2021,3,Mar,2021-03-01,2736
Belgium & Luxembourg,2021,3,Mar,2021-03-01,14
Brunei Darussalam,2021,3,Mar,2021-03-01,119
Canada,2021,3,Mar,2021-03-01,77
China,2021,3,Mar,2021-03-01,8892
Denmark,2021,3,Mar,2021-03-01,30
Egypt,2021,3,Mar,2021-03-01,8
Europe,2021,3,Mar,2021-03-01,1085
Finland,2021,3,Mar,2021-03-01,15
France,2021,3,Mar,2021-03-01,147
Germany,2021,3,Mar,2021-03-01,135
Greater China,2021,3,Mar,2021-03-01,9467
Hong Kong SAR,2021,3,Mar,2021-03-01,245
India,2021,3,Mar,2021-03-01,4193
Indonesia,2021,3,Mar,2021-03-01,3032
Iran,2021,3,Mar,2021-03-01,8
Israel,2021,3,Mar,2021-03-01,30
Italy,2021,3,Mar,2021-03-01,73
Japan,2021,3,Mar,2021-03-01,601
Kuwait,2021,3,Mar,2021-03-01,0
Malaysia,2021,3,Mar,2021-03-01,1530
Mauritius,2021,3,Mar,2021-03-01,3
Myanmar,2021,3,Mar,2021-03-01,964
Netherlands,2021,3,Mar,2021-03-01,58
New Zealand,2021,3,Mar,2021-03-01,28
North Asia,2021,3,Mar,2021-03-01,1008
Norway,2021,3,Mar,2021-03-01,23
Oceania,2021,3,Mar,2021-03-01,318
Other Markets In Africa,2021,3,Mar,2021-03-01,17
Other Markets In Americas,2021,3,Mar,2021-03-01,82
Other Markets In Europe,2021,3,Mar,2021-03-01,229
Other Markets In Greater China,2021,3,Mar,2021-03-01,14
Other Markets In North Asia,2021,3,Mar,2021-03-01,2
Other Markets In Oceania,2021,3,Mar,2021-03-01,16
Other Markets In South Asia,2021,3,Mar,2021-03-01,36
Other Markets In Southeast Asia,2021,3,Mar,2021-03-01,33
Other Markets In West Asia,2021,3,Mar,2021-03-01,36
Others,2021,3,Mar,2021-03-01,0
Pakistan,2021,3,Mar,2021-03-01,30
Philippines,2021,3,Mar,2021-03-01,1112
Rep Of Ireland,2021,3,Mar,2021-03-01,12
Russian Federation,2021,3,Mar,2021-03-01,53
Saudi Arabia,2021,3,Mar,2021-03-01,1
South Africa (Rep Of),2021,3,Mar,2021-03-01,8
South Asia,2021,3,Mar,2021-03-01,7233
South Korea,2021,3,Mar,2021-03-01,405
Southeast Asia,2021,3,Mar,2021-03-01,7331
Spain,2021,3,Mar,2021-03-01,25
Sri Lanka,2021,3,Mar,2021-03-01,238
Sweden,2021,3,Mar,2021-03-01,50
Switzerland,2021,3,Mar,2021-03-01,53
Taiwan,2021,3,Mar,2021-03-01,316
Thailand,2021,3,Mar,2021-03-01,178
Total International Visitor Arrivals By Place Of Residence,2021,3,Mar,2021-03-01,27202
USA,2021,3,Mar,2021-03-01,423
United Arab Emirates,2021,3,Mar,2021-03-01,67
United Kingdom,2021,3,Mar,2021-03-01,168
Vietnam,2021,3,Mar,2021-03-01,363
West Asia,2021,3,Mar,2021-03-01,142
Africa,2021,4,Apr,2021-04-01,35
Americas,2021,4,Apr,2021-04-01,684
Australia,2021,4,Apr,2021-04-01,242
Bangladesh,2021,4,Apr,2021-04-01,1700
Belgium & Luxembourg,2021,4,Apr,2021-04-01,26
Brunei Darussalam,2021,4,Apr,2021-04-01,80
Canada,2021,4,Apr,2021-04-01,50
China,2021,4,Apr,2021-04-01,9056
Denmark,2021,4,Apr,2021-04-01,23
Egypt,2021,4,Apr,2021-04-01,6
Europe,2021,4,Apr,2021-04-01,1014
Finland,2021,4,Apr,2021-04-01,11
France,2021,4,Apr,2021-04-01,174
Germany,2021,4,Apr,2021-04-01,114
Greater China,2021,4,Apr,2021-04-01,9591
Hong Kong SAR,2021,4,Apr,2021-04-01,221
India,2021,4,Apr,2021-04-01,3729
Indonesia,2021,4,Apr,2021-04-01,3278
Iran,2021,4,Apr,2021-04-01,4
Israel,2021,4,Apr,2021-04-01,62
Italy,2021,4,Apr,2021-04-01,58
Japan,2021,4,Apr,2021-04-01,797
Kuwait,2021,4,Apr,2021-04-01,0
Malaysia,2021,4,Apr,2021-04-01,1442
Mauritius,2021,4,Apr,2021-04-01,3
Myanmar,2021,4,Apr,2021-04-01,1176
Netherlands,2021,4,Apr,2021-04-01,79
New Zealand,2021,4,Apr,2021-04-01,39
North Asia,2021,4,Apr,2021-04-01,1068
Norway,2021,4,Apr,2021-04-01,43
Oceania,2021,4,Apr,2021-04-01,292
Other Markets In Africa,2021,4,Apr,2021-04-01,14
Other Markets In Americas,2021,4,Apr,2021-04-01,71
Other Markets In Europe,2021,4,Apr,2021-04-01,192
Other Markets In Greater China,2021,4,Apr,2021-04-01,12
Other Markets In North Asia,2021,4,Apr,2021-04-01,0
Other Markets In Oceania,2021,4,Apr,2021-04-01,11
Other Markets In South Asia,2021,4,Apr,2021-04-01,33
Other Markets In Southeast Asia,2021,4,Apr,2021-04-01,12
Other Markets In West Asia,2021,4,Apr,2021-04-01,18
Others,2021,4,Apr,2021-04-01,1
Pakistan,2021,4,Apr,2021-04-01,13
Philippines,2021,4,Apr,2021-04-01,789
Rep Of Ireland,2021,4,Apr,2021-04-01,10
Russian Federation,2021,4,Apr,2021-04-01,35
Saudi Arabia,2021,4,Apr,2021-04-01,7
South Africa (Rep Of),2021,4,Apr,2021-04-01,12
South Asia,2021,4,Apr,2021-04-01,5640
South Korea,2021,4,Apr,2021-04-01,271
Southeast Asia,2021,4,Apr,2021-04-01,7262
Spain,2021,4,Apr,2021-04-01,35
Sri Lanka,2021,4,Apr,2021-04-01,165
Sweden,2021,4,Apr,2021-04-01,29
Switzerland,2021,4,Apr,2021-04-01,49
Taiwan,2021,4,Apr,2021-04-01,302
Thailand,2021,4,Apr,2021-04-01,246
Total International Visitor Arrivals By Place Of Residence,2021,4,Apr,2021-04-01,25737
USA,2021,4,Apr,2021-04-01,563
United Arab Emirates,2021,4,Apr,2021-04-01,59
United Kingdom,2021,4,Apr,2021-04-01,136
Vietnam,2021,4,Apr,2021-04-01,239
West Asia,2021,4,Apr,2021-04-01,150
Africa,2021,5,May,2021-05-01,44
Americas,2021,5,May,2021-05-01,342
Australia,2021,5,May,2021-05-01,250
Bangladesh,2021,5,May,2021-05-01,32
Belgium & Luxembourg,2021,5,May,2021-05-01,26
Brunei Darussalam,2021,5,May,2021-05-01,48
Canada,2021,5,May,2021-05-01,27
China,2021,5,May,2021-05-01,7388
Denmark,2021,5,May,2021-05-01,17
Egypt,2021,5,May,2021-05-01,5
Europe,2021,5,May,2021-05-01,499
Finland,2021,5,May,2021-05-01,16
France,2021,5,May,2021-05-01,83
Germany,2021,5,May,2021-05-01,57
Greater China,2021,5,May,2021-05-01,7852
Hong Kong SAR,2021,5,May,2021-05-01,276
India,2021,5,May,2021-05-01,84
Indonesia,2021,5,May,2021-05-01,1800
Iran,2021,5,May,2021-05-01,0
Israel,2021,5,May,2021-05-01,48
Italy,2021,5,May,2021-05-01,16
Japan,2021,5,May,2021-05-01,281
Kuwait,2021,5,May,2021-05-01,0
Malaysia,2021,5,May,2021-05-01,844
Mauritius,2021,5,May,2021-05-01,4
Myanmar,2021,5,May,2021-05-01,720
Netherlands,2021,5,May,2021-05-01,36
New Zealand,2021,5,May,2021-05-01,32
North Asia,2021,5,May,2021-05-01,451
Norway,2021,5,May,2021-05-01,15
Oceania,2021,5,May,2021-05-01,294
Other Markets In Africa,2021,5,May,2021-05-01,26
Other Markets In Americas,2021,5,May,2021-05-01,61
Other Markets In Europe,2021,5,May,2021-05-01,83
Other Markets In Greater China,2021,5,May,2021-05-01,10
Other Markets In North Asia,2021,5,May,2021-05-01,0
Other Markets In Oceania,2021,5,May,2021-05-01,12
Other Markets In South Asia,2021,5,May,2021-05-01,1
Other Markets In Southeast Asia,2021,5,May,2021-05-01,11
Other Markets In West Asia,2021,5,May,2021-05-01,16
Others,2021,5,May,2021-05-01,0
Pakistan,2021,5,May,2021-05-01,0
Philippines,2021,5,May,2021-05-01,745
Rep Of Ireland,2021,5,May,2021-05-01,6
Russian Federation,2021,5,May,2021-05-01,17
Saudi Arabia,2021,5,May,2021-05-01,2
South Africa (Rep Of),2021,5,May,2021-05-01,9
South Asia,2021,5,May,2021-05-01,122
South Korea,2021,5,May,2021-05-01,170
Southeast Asia,2021,5,May,2021-05-01,4478
Spain,2021,5,May,2021-05-01,6
Sri Lanka,2021,5,May,2021-05-01,5
Sweden,2021,5,May,2021-05-01,6
Switzerland,2021,5,May,2021-05-01,23
Taiwan,2021,5,May,2021-05-01,178
Thailand,2021,5,May,2021-05-01,163
Total International Visitor Arrivals By Place Of Residence,2021,5,May,2021-05-01,14190
USA,2021,5,May,2021-05-01,254
United Arab Emirates,2021,5,May,2021-05-01,42
United Kingdom,2021,5,May,2021-05-01,92
Vietnam,2021,5,May,2021-05-01,147
West Asia,2021,5,May,2021-05-01,108
Africa,2021,6,Jun,2021-06-01,8
Americas,2021,6,Jun,2021-06-01,245
Australia,2021,6,Jun,2021-06-01,193
Bangladesh,2021,6,Jun,2021-06-01,3
Belgium & Luxembourg,2021,6,Jun,2021-06-01,6
Brunei Darussalam,2021,6,Jun,2021-06-01,64
Canada,2021,6,Jun,2021-06-01,14
China,2021,6,Jun,2021-06-01,6983
Denmark,2021,6,Jun,2021-06-01,3
Egypt,2021,6,Jun,2021-06-01,1
Europe,2021,6,Jun,2021-06-01,286
Finland,2021,6,Jun,2021-06-01,6
France,2021,6,Jun,2021-06-01,26
Germany,2021,6,Jun,2021-06-01,42
Greater China,2021,6,Jun,2021-06-01,7383
Hong Kong SAR,2021,6,Jun,2021-06-01,361
India,2021,6,Jun,2021-06-01,12
Indonesia,2021,6,Jun,2021-06-01,519
Iran,2021,6,Jun,2021-06-01,0
Israel,2021,6,Jun,2021-06-01,30
Italy,2021,6,Jun,2021-06-01,8
Japan,2021,6,Jun,2021-06-01,121
Kuwait,2021,6,Jun,2021-06-01,0
Malaysia,2021,6,Jun,2021-06-01,402
Mauritius,2021,6,Jun,2021-06-01,0
Myanmar,2021,6,Jun,2021-06-01,175
Netherlands,2021,6,Jun,2021-06-01,18
New Zealand,2021,6,Jun,2021-06-01,58
North Asia,2021,6,Jun,2021-06-01,219
Norway,2021,6,Jun,2021-06-01,2
Oceania,2021,6,Jun,2021-06-01,251
Other Markets In Africa,2021,6,Jun,2021-06-01,1
Other Markets In Americas,2021,6,Jun,2021-06-01,25
Other Markets In Europe,2021,6,Jun,2021-06-01,45
Other Markets In Greater China,2021,6,Jun,2021-06-01,10
Other Markets In North Asia,2021,6,Jun,2021-06-01,0
Other Markets In Oceania,2021,6,Jun,2021-06-01,0
Other Markets In South Asia,2021,6,Jun,2021-06-01,2
Other Markets In Southeast Asia,2021,6,Jun,2021-06-01,4
Other Markets In West Asia,2021,6,Jun,2021-06-01,4
Others,2021,6,Jun,2021-06-01,0
Pakistan,2021,6,Jun,2021-06-01,0
Philippines,2021,6,Jun,2021-06-01,262
Rep Of Ireland,2021,6,Jun,2021-06-01,4
Russian Federation,2021,6,Jun,2021-06-01,5
Saudi Arabia,2021,6,Jun,2021-06-01,1
South Africa (Rep Of),2021,6,Jun,2021-06-01,6
South Asia,2021,6,Jun,2021-06-01,19
South Korea,2021,6,Jun,2021-06-01,98
Southeast Asia,2021,6,Jun,2021-06-01,1561
Spain,2021,6,Jun,2021-06-01,7
Sri Lanka,2021,6,Jun,2021-06-01,2
Sweden,2021,6,Jun,2021-06-01,2
Switzerland,2021,6,Jun,2021-06-01,12
Taiwan,2021,6,Jun,2021-06-01,29
Thailand,2021,6,Jun,2021-06-01,99
Total International Visitor Arrivals By Place Of Residence,2021,6,Jun,2021-06-01,10029
USA,2021,6,Jun,2021-06-01,206
United Arab Emirates,2021,6,Jun,2021-06-01,22
United Kingdom,2021,6,Jun,2021-06-01,100
Vietnam,2021,6,Jun,2021-06-01,36
West Asia,2021,6,Jun,2021-06-01,57
Africa,2021,7,Jul,2021-07-01,31
Americas,2021,7,Jul,2021-07-01,777
Australia,2021,7,Jul,2021-07-01,289
Bangladesh,2021,7,Jul,2021-07-01,1
Belgium & Luxembourg,2021,7,Jul,2021-07-01,23
Brunei Darussalam,2021,7,Jul,2021-07-01,104
Canada,2021,7,Jul,2021-07-01,53
China,2021,7,Jul,2021-07-01,12669
Denmark,2021,7,Jul,2021-07-01,7
Egypt,2021,7,Jul,2021-07-01,0
Europe,2021,7,Jul,2021-07-01,874
Finland,2021,7,Jul,2021-07-01,11
France,2021,7,Jul,2021-07-01,97
Germany,2021,7,Jul,2021-07-01,151
Greater China,2021,7,Jul,2021-07-01,13514
Hong Kong SAR,2021,7,Jul,2021-07-01,750
India,2021,7,Jul,2021-07-01,332
Indonesia,2021,7,Jul,2021-07-01,156
Iran,2021,7,Jul,2021-07-01,0
Israel,2021,7,Jul,2021-07-01,65
Italy,2021,7,Jul,2021-07-01,33
Japan,2021,7,Jul,2021-07-01,297
Kuwait,2021,7,Jul,2021-07-01,0
Malaysia,2021,7,Jul,2021-07-01,554
Mauritius,2021,7,Jul,2021-07-01,0
Myanmar,2021,7,Jul,2021-07-01,247
Netherlands,2021,7,Jul,2021-07-01,34
New Zealand,2021,7,Jul,2021-07-01,73
North Asia,2021,7,Jul,2021-07-01,499
Norway,2021,7,Jul,2021-07-01,12
Oceania,2021,7,Jul,2021-07-01,366
Other Markets In Africa,2021,7,Jul,2021-07-01,14
Other Markets In Americas,2021,7,Jul,2021-07-01,39
Other Markets In Europe,2021,7,Jul,2021-07-01,90
Other Markets In Greater China,2021,7,Jul,2021-07-01,16
Other Markets In North Asia,2021,7,Jul,2021-07-01,0
Other Markets In Oceania,2021,7,Jul,2021-07-01,4
Other Markets In South Asia,2021,7,Jul,2021-07-01,5
Other Markets In Southeast Asia,2021,7,Jul,2021-07-01,19
Other Markets In West Asia,2021,7,Jul,2021-07-01,30
Others,2021,7,Jul,2021-07-01,3
Pakistan,2021,7,Jul,2021-07-01,2
Philippines,2021,7,Jul,2021-07-01,438
Rep Of Ireland,2021,7,Jul,2021-07-01,21
Russian Federation,2021,7,Jul,2021-07-01,13
Saudi Arabia,2021,7,Jul,2021-07-01,6
South Africa (Rep Of),2021,7,Jul,2021-07-01,17
South Asia,2021,7,Jul,2021-07-01,342
South Korea,2021,7,Jul,2021-07-01,202
Southeast Asia,2021,7,Jul,2021-07-01,1968
Spain,2021,7,Jul,2021-07-01,24
Sri Lanka,2021,7,Jul,2021-07-01,2
Sweden,2021,7,Jul,2021-07-01,24
Switzerland,2021,7,Jul,2021-07-01,43
Taiwan,2021,7,Jul,2021-07-01,79
Thailand,2021,7,Jul,2021-07-01,334
Total International Visitor Arrivals By Place Of Residence,2021,7,Jul,2021-07-01,18517
USA,2021,7,Jul,2021-07-01,685
United Arab Emirates,2021,7,Jul,2021-07-01,42
United Kingdom,2021,7,Jul,2021-07-01,291
Vietnam,2021,7,Jul,2021-07-01,116
West Asia,2021,7,Jul,2021-07-01,143
Africa,2021,8,Aug,2021-08-01,54
Americas,2021,8,Aug,2021-08-01,1001
Australia,2021,8,Aug,2021-08-01,301
Bangladesh,2021,8,Aug,2021-08-01,2
Belgium & Luxembourg,2021,8,Aug,2021-08-01,40
Brunei Darussalam,2021,8,Aug,2021-08-01,81
Canada,2021,8,Aug,2021-08-01,72
China,2021,8,Aug,2021-08-01,8907
Denmark,2021,8,Aug,2021-08-01,33
Egypt,2021,8,Aug,2021-08-01,12
Europe,2021,8,Aug,2021-08-01,1515
Finland,2021,8,Aug,2021-08-01,16
France,2021,8,Aug,2021-08-01,327
Germany,2021,8,Aug,2021-08-01,139
Greater China,2021,8,Aug,2021-08-01,9978
Hong Kong SAR,2021,8,Aug,2021-08-01,602
India,2021,8,Aug,2021-08-01,95
Indonesia,2021,8,Aug,2021-08-01,315
Iran,2021,8,Aug,2021-08-01,2
Israel,2021,8,Aug,2021-08-01,60
Italy,2021,8,Aug,2021-08-01,54
Japan,2021,8,Aug,2021-08-01,341
Kuwait,2021,8,Aug,2021-08-01,7
Malaysia,2021,8,Aug,2021-08-01,683
Mauritius,2021,8,Aug,2021-08-01,5
Myanmar,2021,8,Aug,2021-08-01,87
Netherlands,2021,8,Aug,2021-08-01,54
