region,year,month,month_name,date,arrivals
New Zealand,2021,8,Aug,2021-08-01,50
North Asia,2021,8,Aug,2021-08-01,714
Norway,2021,8,Aug,2021-08-01,39
Oceania,2021,8,Aug,2021-08-01,370
Other Markets In Africa,2021,8,Aug,2021-08-01,32
Other Markets In Americas,2021,8,Aug,2021-08-01,101
Other Markets In Europe,2021,8,Aug,2021-08-01,196
Other Markets In Greater China,2021,8,Aug,2021-08-01,13
Other Markets In North Asia,2021,8,Aug,2021-08-01,0
Other Markets In Oceania,2021,8,Aug,2021-08-01,19
Other Markets In South Asia,2021,8,Aug,2021-08-01,5
Other Markets In Southeast Asia,2021,8,Aug,2021-08-01,22
Other Markets In West Asia,2021,8,Aug,2021-08-01,28
Others,2021,8,Aug,2021-08-01,3
Pakistan,2021,8,Aug,2021-08-01,4
Philippines,2021,8,Aug,2021-08-01,392
Rep Of Ireland,2021,8,Aug,2021-08-01,31
Russian Federation,2021,8,Aug,2021-08-01,32
Saudi Arabia,2021,8,Aug,2021-08-01,32
South Africa (Rep Of),2021,8,Aug,2021-08-01,5
South Asia,2021,8,Aug,2021-08-01,112
South Korea,2021,8,Aug,2021-08-01,373
Southeast Asia,2021,8,Aug,2021-08-01,1933
Spain,2021,8,Aug,2021-08-01,38
Sri Lanka,2021,8,Aug,2021-08-01,6
Sweden,2021,8,Aug,2021-08-01,41
Switzerland,2021,8,Aug,2021-08-01,108
Taiwan,2021,8,Aug,2021-08-01,456
Thailand,2021,8,Aug,2021-08-01,264
Total International Visitor Arrivals By Place Of Residence,2021,8,Aug,2021-08-01,15887
USA,2021,8,Aug,2021-08-01,828
United Arab Emirates,2021,8,Aug,2021-08-01,78
United Kingdom,2021,8,Aug,2021-08-01,367
Vietnam,2021,8,Aug,2021-08-01,89
West Asia,2021,8,Aug,2021-08-01,207
Africa,2021,9,Sep,2021-09-01,43
Americas,2021,9,Sep,2021-09-01,867
Australia,2021,9,Sep,2021-09-01,278
Bangladesh,2021,9,Sep,2021-09-01,385
Belgium & Luxembourg,2021,9,Sep,2021-09-01,33
Brunei Darussalam,2021,9,Sep,2021-09-01,70
Canada,2021,9,Sep,2021-09-01,139
China,2021,9,Sep,2021-09-01,8952
Denmark,2021,9,Sep,2021-09-01,37
Egypt,2021,9,Sep,2021-09-01,7
Europe,2021,9,Sep,2021-09-01,2297
Finland,2021,9,Sep,2021-09-01,19
France,2021,9,Sep,2021-09-01,337
Germany,2021,9,Sep,2021-09-01,769
Greater China,2021,9,Sep,2021-09-01,10099
Hong Kong SAR,2021,9,Sep,2021-09-01,669
India,2021,9,Sep,2021-09-01,678
Indonesia,2021,9,Sep,2021-09-01,669
Iran,2021,9,Sep,2021-09-01,6
Israel,2021,9,Sep,2021-09-01,33
Italy,2021,9,Sep,2021-09-01,69
Japan,2021,9,Sep,2021-09-01,780
Kuwait,2021,9,Sep,2021-09-01,5
Malaysia,2021,9,Sep,2021-09-01,797
Mauritius,2021,9,Sep,2021-09-01,1
Myanmar,2021,9,Sep,2021-09-01,159
Netherlands,2021,9,Sep,2021-09-01,117
New Zealand,2021,9,Sep,2021-09-01,75
North Asia,2021,9,Sep,2021-09-01,1299
Norway,2021,9,Sep,2021-09-01,56
Oceania,2021,9,Sep,2021-09-01,366
Other Markets In Africa,2021,9,Sep,2021-09-01,19
Other Markets In Americas,2021,9,Sep,2021-09-01,76
Other Markets In Europe,2021,9,Sep,2021-09-01,259
Other Markets In Greater China,2021,9,Sep,2021-09-01,36
Other Markets In North Asia,2021,9,Sep,2021-09-01,0
Other Markets In Oceania,2021,9,Sep,2021-09-01,13
Other Markets In South Asia,2021,9,Sep,2021-09-01,21
Other Markets In Southeast Asia,2021,9,Sep,2021-09-01,30
Other Markets In West Asia,2021,9,Sep,2021-09-01,15
Others,2021,9,Sep,2021-09-01,1
Pakistan,2021,9,Sep,2021-09-01,6
Philippines,2021,9,Sep,2021-09-01,655
Rep Of Ireland,2021,9,Sep,2021-09-01,39
Russian Federation,2021,9,Sep,2021-09-01,28
Saudi Arabia,2021,9,Sep,2021-09-01,17
South Africa (Rep Of),2021,9,Sep,2021-09-01,16
South Asia,2021,9,Sep,2021-09-01,1105
South Korea,2021,9,Sep,2021-09-01,519
Southeast Asia,2021,9,Sep,2021-09-01,2774
Spain,2021,9,Sep,2021-09-01,44
Sri Lanka,2021,9,Sep,2021-09-01,15
Sweden,2021,9,Sep,2021-09-01,31
Switzerland,2021,9,Sep,2021-09-01,68
Taiwan,2021,9,Sep,2021-09-01,442
Thailand,2021,9,Sep,2021-09-01,290
Total International Visitor Arrivals By Place Of Residence,2021,9,Sep,2021-09-01,19009
USA,2021,9,Sep,2021-09-01,652
United Arab Emirates,2021,9,Sep,2021-09-01,82
United Kingdom,2021,9,Sep,2021-09-01,391
Vietnam,2021,9,Sep,2021-09-01,104
West Asia,2021,9,Sep,2021-09-01,158
Africa,2021,10,Oct,2021-10-01,71
Americas,2021,10,Oct,2021-10-01,1092
Australia,2021,10,Oct,2021-10-01,263
Bangladesh,2021,10,Oct,2021-10-01,1079
Belgium & Luxembourg,2021,10,Oct,2021-10-01,22
Brunei Darussalam,2021,10,Oct,2021-10-01,121
Canada,2021,10,Oct,2021-10-01,121
China,2021,10,Oct,2021-10-01,6065
Denmark,2021,10,Oct,2021-10-01,74
Egypt,2021,10,Oct,2021-10-01,10
Europe,2021,10,Oct,2021-10-01,3453
Finland,2021,10,Oct,2021-10-01,23
France,2021,10,Oct,2021-10-01,423
Germany,2021,10,Oct,2021-10-01,997
Greater China,2021,10,Oct,2021-10-01,6971
Hong Kong SAR,2021,10,Oct,2021-10-01,494
India,2021,10,Oct,2021-10-01,2936
Indonesia,2021,10,Oct,2021-10-01,1954
Iran,2021,10,Oct,2021-10-01,10
Israel,2021,10,Oct,2021-10-01,107
Italy,2021,10,Oct,2021-10-01,98
Japan,2021,10,Oct,2021-10-01,779
Kuwait,2021,10,Oct,2021-10-01,4
Malaysia,2021,10,Oct,2021-10-01,2104
Mauritius,2021,10,Oct,2021-10-01,3
Myanmar,2021,10,Oct,2021-10-01,312
Netherlands,2021,10,Oct,2021-10-01,208
New Zealand,2021,10,Oct,2021-10-01,58
North Asia,2021,10,Oct,2021-10-01,1264
Norway,2021,10,Oct,2021-10-01,54
Oceania,2021,10,Oct,2021-10-01,332
Other Markets In Africa,2021,10,Oct,2021-10-01,25
Other Markets In Americas,2021,10,Oct,2021-10-01,131
Other Markets In Europe,2021,10,Oct,2021-10-01,275
Other Markets In Greater China,2021,10,Oct,2021-10-01,34
Other Markets In North Asia,2021,10,Oct,2021-10-01,0
Other Markets In Oceania,2021,10,Oct,2021-10-01,11
Other Markets In South Asia,2021,10,Oct,2021-10-01,15
Other Markets In Southeast Asia,2021,10,Oct,2021-10-01,28
Other Markets In West Asia,2021,10,Oct,2021-10-01,38
Others,2021,10,Oct,2021-10-01,7
Pakistan,2021,10,Oct,2021-10-01,6
Philippines,2021,10,Oct,2021-10-01,1042
Rep Of Ireland,2021,10,Oct,2021-10-01,44
Russian Federation,2021,10,Oct,2021-10-01,44
Saudi Arabia,2021,10,Oct,2021-10-01,27
South Africa (Rep Of),2021,10,Oct,2021-10-01,33
South Asia,2021,10,Oct,2021-10-01,4055
South Korea,2021,10,Oct,2021-10-01,485
Southeast Asia,2021,10,Oct,2021-10-01,6448
Spain,2021,10,Oct,2021-10-01,95
Sri Lanka,2021,10,Oct,2021-10-01,19
Sweden,2021,10,Oct,2021-10-01,53
Switzerland,2021,10,Oct,2021-10-01,78
Taiwan,2021,10,Oct,2021-10-01,378
Thailand,2021,10,Oct,2021-10-01,623
Total International Visitor Arrivals By Place Of Residence,2021,10,Oct,2021-10-01,24006
USA,2021,10,Oct,2021-10-01,840
United Arab Emirates,2021,10,Oct,2021-10-01,127
United Kingdom,2021,10,Oct,2021-10-01,965
Vietnam,2021,10,Oct,2021-10-01,264
West Asia,2021,10,Oct,2021-10-01,313
Africa,2021,11,Nov,2021-11-01,79
Americas,2021,11,Nov,2021-11-01,2231
Australia,2021,11,Nov,2021-11-01,1624
Bangladesh,2021,11,Nov,2021-11-01,4170
Belgium & Luxembourg,2021,11,Nov,2021-11-01,51
Brunei Darussalam,2021,11,Nov,2021-11-01,138
Canada,2021,11,Nov,2021-11-01,229
China,2021,11,Nov,2021-11-01,3479
Denmark,2021,11,Nov,2021-11-01,190
Egypt,2021,11,Nov,2021-11-01,19
Europe,2021,11,Nov,2021-11-01,5668
Finland,2021,11,Nov,2021-11-01,19
France,2021,11,Nov,2021-11-01,799
Germany,2021,11,Nov,2021-11-01,1074
Greater China,2021,11,Nov,2021-11-01,4307
Hong Kong SAR,2021,11,Nov,2021-11-01,527
India,2021,11,Nov,2021-11-01,7488
Indonesia,2021,11,Nov,2021-11-01,5756
Iran,2021,11,Nov,2021-11-01,5
Israel,2021,11,Nov,2021-11-01,131
Italy,2021,11,Nov,2021-11-01,239
Japan,2021,11,Nov,2021-11-01,430
Kuwait,2021,11,Nov,2021-11-01,16
Malaysia,2021,11,Nov,2021-11-01,2537
Mauritius,2021,11,Nov,2021-11-01,2
Myanmar,2021,11,Nov,2021-11-01,1242
Netherlands,2021,11,Nov,2021-11-01,432
New Zealand,2021,11,Nov,2021-11-01,25
North Asia,2021,11,Nov,2021-11-01,2032
Norway,2021,11,Nov,2021-11-01,49
Oceania,2021,11,Nov,2021-11-01,1668
Other Markets In Africa,2021,11,Nov,2021-11-01,35
Other Markets In Americas,2021,11,Nov,2021-11-01,112
Other Markets In Europe,2021,11,Nov,2021-11-01,169
Other Markets In Greater China,2021,11,Nov,2021-11-01,22
Other Markets In North Asia,2021,11,Nov,2021-11-01,2
Other Markets In Oceania,2021,11,Nov,2021-11-01,19
Other Markets In South Asia,2021,11,Nov,2021-11-01,35
Other Markets In Southeast Asia,2021,11,Nov,2021-11-01,46
Other Markets In West Asia,2021,11,Nov,2021-11-01,30
Others,2021,11,Nov,2021-11-01,5
Pakistan,2021,11,Nov,2021-11-01,36
Philippines,2021,11,Nov,2021-11-01,2450
Rep Of Ireland,2021,11,Nov,2021-11-01,13
Russian Federation,2021,11,Nov,2021-11-01,37
Saudi Arabia,2021,11,Nov,2021-11-01,39
South Africa (Rep Of),2021,11,Nov,2021-11-01,23
South Asia,2021,11,Nov,2021-11-01,11879
South Korea,2021,11,Nov,2021-11-01,1600
Southeast Asia,2021,11,Nov,2021-11-01,12937
Spain,2021,11,Nov,2021-11-01,199
Sri Lanka,2021,11,Nov,2021-11-01,150
Sweden,2021,11,Nov,2021-11-01,42
Switzerland,2021,11,Nov,2021-11-01,238
Taiwan,2021,11,Nov,2021-11-01,279
Thailand,2021,11,Nov,2021-11-01,361
Total International Visitor Arrivals By Place Of Residence,2021,11,Nov,2021-11-01,41179
USA,2021,11,Nov,2021-11-01,1890
United Arab Emirates,2021,11,Nov,2021-11-01,152
United Kingdom,2021,11,Nov,2021-11-01,2117
Vietnam,2021,11,Nov,2021-11-01,407
West Asia,2021,11,Nov,2021-11-01,373
Africa,2021,12,Dec,2021-12-01,74
Americas,2021,12,Dec,2021-12-01,4590
Australia,2021,12,Dec,2021-12-01,5525
Bangladesh,2021,12,Dec,2021-12-01,5559
Belgium & Luxembourg,2021,12,Dec,2021-12-01,68
Brunei Darussalam,2021,12,Dec,2021-12-01,231
Canada,2021,12,Dec,2021-12-01,743
China,2021,12,Dec,2021-12-01,4764
Denmark,2021,12,Dec,2021-12-01,244
Egypt,2021,12,Dec,2021-12-01,14
Europe,2021,12,Dec,2021-12-01,9450
Finland,2021,12,Dec,2021-12-01,157
France,2021,12,Dec,2021-12-01,1195
Germany,2021,12,Dec,2021-12-01,1594
Greater China,2021,12,Dec,2021-12-01,5963
Hong Kong SAR,2021,12,Dec,2021-12-01,754
India,2021,12,Dec,2021-12-01,27672
Indonesia,2021,12,Dec,2021-12-01,11177
Iran,2021,12,Dec,2021-12-01,11
Israel,2021,12,Dec,2021-12-01,99
Italy,2021,12,Dec,2021-12-01,319
Japan,2021,12,Dec,2021-12-01,580
Kuwait,2021,12,Dec,2021-12-01,1
Malaysia,2021,12,Dec,2021-12-01,10939
Mauritius,2021,12,Dec,2021-12-01,9
Myanmar,2021,12,Dec,2021-12-01,2991
Netherlands,2021,12,Dec,2021-12-01,717
New Zealand,2021,12,Dec,2021-12-01,63
North Asia,2021,12,Dec,2021-12-01,2770
Norway,2021,12,Dec,2021-12-01,56
Oceania,2021,12,Dec,2021-12-01,5632
Other Markets In Africa,2021,12,Dec,2021-12-01,39
Other Markets In Americas,2021,12,Dec,2021-12-01,127
Other Markets In Europe,2021,12,Dec,2021-12-01,398
Other Markets In Greater China,2021,12,Dec,2021-12-01,53
Other Markets In North Asia,2021,12,Dec,2021-12-01,3
Other Markets In Oceania,2021,12,Dec,2021-12-01,44
Other Markets In South Asia,2021,12,Dec,2021-12-01,62
Other Markets In Southeast Asia,2021,12,Dec,2021-12-01,441
Other Markets In West Asia,2021,12,Dec,2021-12-01,63
Others,2021,12,Dec,2021-12-01,11
Pakistan,2021,12,Dec,2021-12-01,59
Philippines,2021,12,Dec,2021-12-01,1966
Rep Of Ireland,2021,12,Dec,2021-12-01,53
Russian Federation,2021,12,Dec,2021-12-01,42
Saudi Arabia,2021,12,Dec,2021-12-01,46
South Africa (Rep Of),2021,12,Dec,2021-12-01,12
South Asia,2021,12,Dec,2021-12-01,33939
South Korea,2021,12,Dec,2021-12-01,2187
Southeast Asia,2021,12,Dec,2021-12-01,30006
Spain,2021,12,Dec,2021-12-01,213
Sri Lanka,2021,12,Dec,2021-12-01,587
Sweden,2021,12,Dec,2021-12-01,211
Switzerland,2021,12,Dec,2021-12-01,515
Taiwan,2021,12,Dec,2021-12-01,392
Thailand,2021,12,Dec,2021-12-01,1421
Total International Visitor Arrivals By Place Of Residence,2021,12,Dec,2021-12-01,92796
USA,2021,12,Dec,2021-12-01,3720
United Arab Emirates,2021,12,Dec,2021-12-01,141
United Kingdom,2021,12,Dec,2021-12-01,3668
Vietnam,2021,12,Dec,2021-12-01,840
West Asia,2021,12,Dec,2021-12-01,361
Africa,2022,1,Jan,2022-01-01,114
Americas,2022,1,Jan,2022-01-01,2928
Australia,2022,1,Jan,2022-01-01,3759
Bangladesh,2022,1,Jan,2022-01-01,4893
Belgium & Luxembourg,2022,1,Jan,2022-01-01,61
Brunei Darussalam,2022,1,Jan,2022-01-01,113
Canada,2022,1,Jan,2022-01-01,469
China,2022,1,Jan,2022-01-01,4361
Denmark,2022,1,Jan,2022-01-01,194
Egypt,2022,1,Jan,2022-01-01,12
Europe,2022,1,Jan,2022-01-01,7225
Finland,2022,1,Jan,2022-01-01,121
France,2022,1,Jan,2022-01-01,1077
Germany,2022,1,Jan,2022-01-01,1193
Greater China,2022,1,Jan,2022-01-01,5759
Hong Kong SAR,2022,1,Jan,2022-01-01,901
India,2022,1,Jan,2022-01-01,11428
Indonesia,2022,1,Jan,2022-01-01,5885
Iran,2022,1,Jan,2022-01-01,3
Israel,2022,1,Jan,2022-01-01,94
Italy,2022,1,Jan,2022-01-01,212
Japan,2022,1,Jan,2022-01-01,552
Kuwait,2022,1,Jan,2022-01-01,2
Malaysia,2022,1,Jan,2022-01-01,5203
Mauritius,2022,1,Jan,2022-01-01,7
Myanmar,2022,1,Jan,2022-01-01,2954
Netherlands,2022,1,Jan,2022-01-01,474
New Zealand,2022,1,Jan,2022-01-01,87
North Asia,2022,1,Jan,2022-01-01,2505
Norway,2022,1,Jan,2022-01-01,95
Oceania,2022,1,Jan,2022-01-01,3882
Other Markets In Africa,2022,1,Jan,2022-01-01,56
Other Markets In Americas,2022,1,Jan,2022-01-01,195
Other Markets In Europe,2022,1,Jan,2022-01-01,518
Other Markets In Greater China,2022,1,Jan,2022-01-01,67
Other Markets In North Asia,2022,1,Jan,2022-01-01,0
Other Markets In Oceania,2022,1,Jan,2022-01-01,36
Other Markets In South Asia,2022,1,Jan,2022-01-01,68
Other Markets In Southeast Asia,2022,1,Jan,2022-01-01,252
Other Markets In West Asia,2022,1,Jan,2022-01-01,42
Others,2022,1,Jan,2022-01-01,9
Pakistan,2022,1,Jan,2022-01-01,68
Philippines,2022,1,Jan,2022-01-01,1469
Rep Of Ireland,2022,1,Jan,2022-01-01,44
Russian Federation,2022,1,Jan,2022-01-01,50
Saudi Arabia,2022,1,Jan,2022-01-01,37
South Africa (Rep Of),2022,1,Jan,2022-01-01,39
South Asia,2022,1,Jan,2022-01-01,16901
South Korea,2022,1,Jan,2022-01-01,1953
Southeast Asia,2022,1,Jan,2022-01-01,17563
Spain,2022,1,Jan,2022-01-01,238
Sri Lanka,2022,1,Jan,2022-01-01,444
Sweden,2022,1,Jan,2022-01-01,214
Switzerland,2022,1,Jan,2022-01-01,372
Taiwan,2022,1,Jan,2022-01-01,430
Thailand,2022,1,Jan,2022-01-01,1060
Total International Visitor Arrivals By Place Of Residence,2022,1,Jan,2022-01-01,57174
USA,2022,1,Jan,2022-01-01,2264
United Arab Emirates,2022,1,Jan,2022-01-01,110
United Kingdom,2022,1,Jan,2022-01-01,2362
Vietnam,2022,1,Jan,2022-01-01,627
West Asia,2022,1,Jan,2022-01-01,288
Africa,2022,2,Feb,2022-02-01,58
Americas,2022,2,Feb,2022-02-01,4442
Australia,2022,2,Feb,2022-02-01,4546
Bangladesh,2022,2,Feb,2022-02-01,3361
Belgium & Luxembourg,2022,2,Feb,2022-02-01,70
Brunei Darussalam,2022,2,Feb,2022-02-01,163
Canada,2022,2,Feb,2022-02-01,545
China,2022,2,Feb,2022-02-01,3823
Denmark,2022,2,Feb,2022-02-01,340
Egypt,2022,2,Feb,2022-02-01,7
Europe,2022,2,Feb,2022-02-01,10444
Finland,2022,2,Feb,2022-02-01,129
France,2022,2,Feb,2022-02-01,1760
Germany,2022,2,Feb,2022-02-01,1645
Greater China,2022,2,Feb,2022-02-01,6177
Hong Kong SAR,2022,2,Feb,2022-02-01,1794
India,2022,2,Feb,2022-02-01,15567
Indonesia,2022,2,Feb,2022-02-01,6872
Iran,2022,2,Feb,2022-02-01,4
Israel,2022,2,Feb,2022-02-01,298
Italy,2022,2,Feb,2022-02-01,346
Japan,2022,2,Feb,2022-02-01,534
Kuwait,2022,2,Feb,2022-02-01,4
Malaysia,2022,2,Feb,2022-02-01,4468
Mauritius,2022,2,Feb,2022-02-01,6
Myanmar,2022,2,Feb,2022-02-01,2024
Netherlands,2022,2,Feb,2022-02-01,713
New Zealand,2022,2,Feb,2022-02-01,79
North Asia,2022,2,Feb,2022-02-01,2508
Norway,2022,2,Feb,2022-02-01,69
Oceania,2022,2,Feb,2022-02-01,4673
Other Markets In Africa,2022,2,Feb,2022-02-01,22
Other Markets In Americas,2022,2,Feb,2022-02-01,122
Other Markets In Europe,2022,2,Feb,2022-02-01,436
Other Markets In Greater China,2022,2,Feb,2022-02-01,29
Other Markets In North Asia,2022,2,Feb,2022-02-01,2
Other Markets In Oceania,2022,2,Feb,2022-02-01,48
Other Markets In South Asia,2022,2,Feb,2022-02-01,236
Other Markets In Southeast Asia,2022,2,Feb,2022-02-01,530
Other Markets In West Asia,2022,2,Feb,2022-02-01,82
Others,2022,2,Feb,2022-02-01,6
Pakistan,2022,2,Feb,2022-02-01,28
Philippines,2022,2,Feb,2022-02-01,2026
Rep Of Ireland,2022,2,Feb,2022-02-01,49
Russian Federation,2022,2,Feb,2022-02-01,49
Saudi Arabia,2022,2,Feb,2022-02-01,29
South Africa (Rep Of),2022,2,Feb,2022-02-01,23
South Asia,2022,2,Feb,2022-02-01,20077
South Korea,2022,2,Feb,2022-02-01,1972
Southeast Asia,2022,2,Feb,2022-02-01,18760
Spain,2022,2,Feb,2022-02-01,228
Sri Lanka,2022,2,Feb,2022-02-01,885
Sweden,2022,2,Feb,2022-02-01,237
Switzerland,2022,2,Feb,2022-02-01,576
Taiwan,2022,2,Feb,2022-02-01,531
Thailand,2022,2,Feb,2022-02-01,1622
Total International Visitor Arrivals By Place Of Residence,2022,2,Feb,2022-02-01,67765
USA,2022,2,Feb,2022-02-01,3775
United Arab Emirates,2022,2,Feb,2022-02-01,203
United Kingdom,2022,2,Feb,2022-02-01,3797
Vietnam,2022,2,Feb,2022-02-01,1055
West Asia,2022,2,Feb,2022-02-01,620
Africa,2022,3,Mar,2022-03-01,129
Americas,2022,3,Mar,2022-03-01,6521
Australia,2022,3,Mar,2022-03-01,7883
Bangladesh,2022,3,Mar,2022-03-01,7480
Belgium & Luxembourg,2022,3,Mar,2022-03-01,214
Brunei Darussalam,2022,3,Mar,2022-03-01,280
Canada,2022,3,Mar,2022-03-01,871
China,2022,3,Mar,2022-03-01,4131
Denmark,2022,3,Mar,2022-03-01,438
Egypt,2022,3,Mar,2022-03-01,19
Europe,2022,3,Mar,2022-03-01,14625
Finland,2022,3,Mar,2022-03-01,181
France,2022,3,Mar,2022-03-01,1759
Germany,2022,3,Mar,2022-03-01,2434
Greater China,2022,3,Mar,2022-03-01,8563
Hong Kong SAR,2022,3,Mar,2022-03-01,3774
India,2022,3,Mar,2022-03-01,27531
Indonesia,2022,3,Mar,2022-03-01,13622
Iran,2022,3,Mar,2022-03-01,12
Israel,2022,3,Mar,2022-03-01,321
Italy,2022,3,Mar,2022-03-01,450
Japan,2022,3,Mar,2022-03-01,869
Kuwait,2022,3,Mar,2022-03-01,4
Malaysia,2022,3,Mar,2022-03-01,10610
Mauritius,2022,3,Mar,2022-03-01,5
Myanmar,2022,3,Mar,2022-03-01,3516
Netherlands,2022,3,Mar,2022-03-01,940
New Zealand,2022,3,Mar,2022-03-01,161
North Asia,2022,3,Mar,2022-03-01,3555
Norway,2022,3,Mar,2022-03-01,168
Oceania,2022,3,Mar,2022-03-01,8126
Other Markets In Africa,2022,3,Mar,2022-03-01,56
Other Markets In Americas,2022,3,Mar,2022-03-01,202
Other Markets In Europe,2022,3,Mar,2022-03-01,914
Other Markets In Greater China,2022,3,Mar,2022-03-01,61
Other Markets In North Asia,2022,3,Mar,2022-03-01,0
Other Markets In Oceania,2022,3,Mar,2022-03-01,82
Other Markets In South Asia,2022,3,Mar,2022-03-01,185
Other Markets In Southeast Asia,2022,3,Mar,2022-03-01,922
Other Markets In West Asia,2022,3,Mar,2022-03-01,221
Others,2022,3,Mar,2022-03-01,18
Pakistan,2022,3,Mar,2022-03-01,54
Philippines,2022,3,Mar,2022-03-01,6250
Rep Of Ireland,2022,3,Mar,2022-03-01,105
Russian Federation,2022,3,Mar,2022-03-01,78
Saudi Arabia,2022,3,Mar,2022-03-01,79
South Africa (Rep Of),2022,3,Mar,2022-03-01,49
South Asia,2022,3,Mar,2022-03-01,36779
South Korea,2022,3,Mar,2022-03-01,2686
Southeast Asia,2022,3,Mar,2022-03-01,41170
Spain,2022,3,Mar,2022-03-01,391
Sri Lanka,2022,3,Mar,2022-03-01,1529
Sweden,2022,3,Mar,2022-03-01,337
Switzerland,2022,3,Mar,2022-03-01,718
Taiwan,2022,3,Mar,2022-03-01,597
Thailand,2022,3,Mar,2022-03-01,3038
Total International Visitor Arrivals By Place Of Residence,2022,3,Mar,2022-03-01,121207
USA,2022,3,Mar,2022-03-01,5448
United Arab Emirates,2022,3,Mar,2022-03-01,1084
United Kingdom,2022,3,Mar,2022-03-01,5498
Vietnam,2022,3,Mar,2022-03-01,2932
West Asia,2022,3,Mar,2022-03-01,1721
Africa,2022,4,Apr,2022-04-01,814
Americas,2022,4,Apr,2022-04-01,14729
Australia,2022,4,Apr,2022-04-01,27380
Bangladesh,2022,4,Apr,2022-04-01,7595
Belgium & Luxembourg,2022,4,Apr,2022-04-01,564
Brunei Darussalam,2022,4,Apr,2022-04-01,807
Canada,2022,4,Apr,2022-04-01,2004
China,2022,4,Apr,2022-04-01,5048
Denmark,2022,4,Apr,2022-04-01,1004
Egypt,2022,4,Apr,2022-04-01,34
Europe,2022,4,Apr,2022-04-01,32971
Finland,2022,4,Apr,2022-04-01,448
France,2022,4,Apr,2022-04-01,3744
Germany,2022,4,Apr,2022-04-01,5378
Greater China,2022,4,Apr,2022-04-01,13729
Hong Kong SAR,2022,4,Apr,2022-04-01,7244
India,2022,4,Apr,2022-04-01,41079
Indonesia,2022,4,Apr,2022-04-01,58330
Iran,2022,4,Apr,2022-04-01,21
Israel,2022,4,Apr,2022-04-01,703
Italy,2022,4,Apr,2022-04-01,933
Japan,2022,4,Apr,2022-04-01,4343
Kuwait,2022,4,Apr,2022-04-01,52
Malaysia,2022,4,Apr,2022-04-01,25319
Mauritius,2022,4,Apr,2022-04-01,53
Myanmar,2022,4,Apr,2022-04-01,5474
Netherlands,2022,4,Apr,2022-04-01,2391
New Zealand,2022,4,Apr,2022-04-01,1448
North Asia,2022,4,Apr,2022-04-01,9940
Norway,2022,4,Apr,2022-04-01,617
Oceania,2022,4,Apr,2022-04-01,29323
Other Markets In Africa,2022,4,Apr,2022-04-01,343
Other Markets In Americas,2022,4,Apr,2022-04-01,724
Other Markets In Europe,2022,4,Apr,2022-04-01,2862
Other Markets In Greater China,2022,4,Apr,2022-04-01,385
Other Markets In North Asia,2022,4,Apr,2022-04-01,19
Other Markets In Oceania,2022,4,Apr,2022-04-01,495
Other Markets In South Asia,2022,4,Apr,2022-04-01,522
Other Markets In Southeast Asia,2022,4,Apr,2022-04-01,3120
Other Markets In West Asia,2022,4,Apr,2022-04-01,481
Others,2022,4,Apr,2022-04-01,27
Pakistan,2022,4,Apr,2022-04-01,147
Philippines,2022,4,Apr,2022-04-01,16940
Rep Of Ireland,2022,4,Apr,2022-04-01,381
Russian Federation,2022,4,Apr,2022-04-01,181
Saudi Arabia,2022,4,Apr,2022-04-01,201
South Africa (Rep Of),2022,4,Apr,2022-04-01,384
South Asia,2022,4,Apr,2022-04-01,52271
South Korea,2022,4,Apr,2022-04-01,5578
Southeast Asia,2022,4,Apr,2022-04-01,137294
Spain,2022,4,Apr,2022-04-01,1137
Sri Lanka,2022,4,Apr,2022-04-01,2928
Sweden,2022,4,Apr,2022-04-01,635
Switzerland,2022,4,Apr,2022-04-01,1885
Taiwan,2022,4,Apr,2022-04-01,1052
Thailand,2022,4,Apr,2022-04-01,10647
Total International Visitor Arrivals By Place Of Residence,2022,4,Apr,2022-04-01,295095
USA,2022,4,Apr,2022-04-01,12001
United Arab Emirates,2022,4,Apr,2022-04-01,2539
United Kingdom,2022,4,Apr,2022-04-01,10811
Vietnam,2022,4,Apr,2022-04-01,16657
West Asia,2022,4,Apr,2022-04-01,3997
Africa,2022,5,May,2022-05-01,1300
Americas,2022,5,May,2022-05-01,25106
Australia,2022,5,May,2022-05-01,31406
Bangladesh,2022,5,May,2022-05-01,6352
Belgium & Luxembourg,2022,5,May,2022-05-01,765
Brunei Darussalam,2022,5,May,2022-05-01,2271
Canada,2022,5,May,2022-05-01,3604
China,2022,5,May,2022-05-01,7150
Denmark,2022,5,May,2022-05-01,898
Egypt,2022,5,May,2022-05-01,62
Europe,2022,5,May,2022-05-01,42110
Finland,2022,5,May,2022-05-01,588
France,2022,5,May,2022-05-01,5068
Germany,2022,5,May,2022-05-01,7034
Greater China,2022,5,May,2022-05-01,17723
Hong Kong SAR,2022,5,May,2022-05-01,8115
India,2022,5,May,2022-05-01,59198
Indonesia,2022,5,May,2022-05-01,86745
Iran,2022,5,May,2022-05-01,127
Israel,2022,5,May,2022-05-01,930
Italy,2022,5,May,2022-05-01,1372
Japan,2022,5,May,2022-05-01,6321
Kuwait,2022,5,May,2022-05-01,115
Malaysia,2022,5,May,2022-05-01,43214
Mauritius,2022,5,May,2022-05-01,95
Myanmar,2022,5,May,2022-05-01,6218
Netherlands,2022,5,May,2022-05-01,3362
New Zealand,2022,5,May,2022-05-01,3061
North Asia,2022,5,May,2022-05-01,16953
Norway,2022,5,May,2022-05-01,745
